,ZCR_mean,Loudness,Beat_loudness,ZCR_std,spectral_centroid,Pitch_centroid,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12
Baad algheyab,0.092792711759869,-15.533014,0.18133079,0.056868251217467,1964.99269647007,764.4989,-110.74552154541,96.8613967895508,2.65313196182251,55.8425636291504,-9.68923950195313,22.5669059753418,-0.495394170284271,-0.041403565555811,-3.46203660964966,-0.795666873455048,-10.187876701355,1.79091322422028,-8.15593433380127,42.5737266540527,24.7220306396484,16.6425037384033,15.0451173782349,11.4073600769043,11.2466506958008,10.4567317962646,10.9499359130859,11.823579788208,10.0371894836426,8.58315277099609,9.72768974304199,9.11903667449951
Umri Ma Bansa,0.05711870223007,-25.981684,0.06851398,0.020715994197438,1781.47381327672,545.8194,-238.7734375,107.402305603027,-5.88092231750488,21.6012725830078,18.2642650604248,12.4594945907593,-9.34704971313477,-12.0643711090088,-13.1525974273682,-7.22667598724365,-13.7521133422852,-15.1477994918823,-9.11992645263672,81.8161544799805,29.4148712158203,16.9683380126953,9.64708232879639,8.33287811279297,7.62823629379272,9.49580860137939,6.91134548187256,7.64395809173584,7.51809740066528,6.97501802444458,7.25951766967773,6.53983497619629
Akeed,0.086326764464009,-17.321314,0.14169705,0.031577683067917,2162.54167388036,950.6642,-91.4441909790039,91.6357421875,-11.8646965026855,34.8827629089355,-5.52209568023682,14.3113212585449,7.75705051422119,9.36848640441895,-0.745179951190949,4.68305730819702,-0.952008008956909,9.112229347229,-0.511502742767334,37.2568855285645,19.1534042358398,14.5606288909912,11.3866834640503,8.65067005157471,7.28327941894531,7.90985441207886,6.98758888244629,7.36015176773071,7.65708589553833,7.15907764434814,7.78426694869995,6.4676661491394
Haweet gamal ma ansafni,0.115492498911571,-33.6321,0.027392041,0.107887975951624,2280.65186916215,699.3497,-316.632171630859,102.228942871094,-6.74698352813721,38.1308784484863,8.39089488983154,-6.75999689102173,-10.3749370574951,-3.53812742233276,-6.0527548789978,-3.43872976303101,-8.27289962768555,-4.59771251678467,-9.06811332702637,71.0401153564453,38.5046615600586,19.9901123046875,22.5500736236572,13.5624704360962,11.4403972625732,8.58434677124023,9.07211971282959,10.8047609329224,7.51003313064575,8.24813175201416,8.33091735839844,8.86462783813477
Moallim,0.082161256772446,-20.334911,0.11043408,0.065128118351436,2046.48724925022,593.02856,-161.133804321289,108.81177520752,12.217378616333,12.7013664245605,1.59583330154419,-1.04685246944428,-12.5860500335693,2.60170125961304,-20.6135387420654,-6.51536655426025,-10.4005842208862,-12.0321407318115,-7.65967464447022,69.971565246582,37.1241645812988,22.1697292327881,15.7589693069458,14.1503534317017,10.784143447876,10.0971202850342,12.749662399292,11.3877763748169,9.23801898956299,9.03268051147461,10.2305564880371,8.02629089355469
Allela sar adeela laik,0.129319701770511,-15.604322,0.18059775,0.046395918673855,2128.41254006809,1338.8495,-78.886833190918,99.1288681030273,-53.2616958618164,50.6870841979981,-8.49918651580811,14.6585178375244,-21.3912181854248,7.25261306762695,-13.6329956054688,2.55822706222534,-15.1420879364014,5.04320573806763,-6.31449222564697,38.4124794006348,24.372709274292,13.1948375701904,12.8296031951904,14.0276489257813,14.8070812225342,10.4732437133789,10.068621635437,10.1169157028198,11.413330078125,8.80800342559814,8.95736789703369,8.51144504547119
Ma bi nakhasmak,0.10573783378483,-19.485952,0.113403566,0.039293893811167,2567.08476985981,881.2177,-125.369316101074,75.8835601806641,-4.53782796859741,36.2752342224121,3.92334747314453,18.323034286499,-12.1163339614868,16.788257598877,-15.0003795623779,-1.1789698600769,-9.73547744750977,2.8487663269043,-12.5382843017578,36.4380073547363,25.0430164337158,21.892635345459,15.0018682479858,12.7440023422241,9.396315574646,10.3729114532471,11.4905691146851,9.79849815368652,8.30191612243652,6.69131469726563,6.99829292297363,8.93039894104004
Besslama,0.106115760448916,-12.219575,0.27438506,0.049401283392593,2488.11183855306,690.1987,-60.474063873291,85.6410217285156,35.4210472106934,38.7609519958496,1.33194923400879,7.49018144607544,-11.1634082794189,7.49001216888428,-10.9334030151367,6.02904844284058,-14.2196989059448,9.20783805847168,-7.20624589920044,48.2275199890137,25.2316246032715,18.7830219268799,12.8423976898193,10.447060585022,9.85080242156982,10.0321063995361,8.95016002655029,9.36614322662354,12.9922208786011,10.0779218673706,11.6995916366577,13.560998916626
Dallouka,0.190669293005031,-13.243376,0.23510022,0.059231172281669,2979.09858253566,1720.5139,-6.60053300857544,51.5226821899414,-35.715518951416,35.3723640441895,-7.26425981521606,-0.387285649776459,-7.00629949569702,1.20838522911072,-3.41701674461365,5.02211570739746,-11.3222141265869,6.04943752288818,-5.30294132232666,45.6274452209473,21.5282859802246,18.284725189209,13.2531461715698,9.14069271087647,10.87708568573,7.73592281341553,9.60759162902832,8.17354965209961,8.88271617889404,8.32098293304443,12.627179145813,11.2378606796265
Alnasma albetahrig shog,0.126939519640093,-22.406359,0.08442743,0.076445283032655,2679.58853799365,928.9107,-130.798355102539,73.9657974243164,0.78716379404068,33.119571685791,-4.86115884780884,1.44315242767334,-2.50880455970764,1.88790142536163,-11.6516389846802,-1.91097784042358,-11.1868047714233,1.32370817661285,-2.52013921737671,48.9837532043457,27.227331161499,20.7329807281494,17.1259994506836,14.3931159973145,10.7072725296021,9.74345016479492,9.03689384460449,10.3518705368042,9.40436458587647,9.95061779022217,7.76229000091553,8.66476249694824
Kef la aashag gamalak,0.116521215291215,-29.35634,0.036409147,0.027695108089826,2194.91507367331,1134.5149,-213.002029418945,92.9929962158203,-22.635835647583,30.3639583587646,-12.9203386306763,4.57147789001465,-0.18367238342762,-1.76929295063019,-9.91155338287354,1.59049344062805,-10.6600322723389,0.820163667201996,-0.736246347427368,35.2722587585449,17.0552177429199,13.7215032577515,14.3991985321045,12.9152297973633,10.9205980300903,8.87463474273682,9.69657802581787,8.85879802703857,11.1041049957275,9.66623878479004,8.63582324981689,9.37688541412354
Mahboobi lagani,0.089660833494582,-16.230665,0.17903048,0.032311468938419,2010.58029822862,701.3969,-79.1769638061524,98.3728256225586,-2.50937986373901,27.9930515289307,-12.7127904891968,6.01057004928589,-9.69300937652588,-5.97198963165283,-9.75313568115234,-5.84363651275635,-9.09207820892334,-2.89546537399292,-10.1954345703125,62.2904167175293,18.8271541595459,14.073582649231,10.4971027374268,8.38123512268066,9.64103603363037,6.7296895980835,7.87449026107788,8.23802471160889,8.02211475372314,8.71510982513428,7.84830284118652,7.25639867782593
El Medalal Dah,0.087093199738777,-13.583377,0.22789086,0.042990063432973,1838.33593978579,799.2023,-61.575439453125,119.268844604492,-33.909107208252,58.5553092956543,-19.9647312164307,23.7868213653564,-7.55687475204468,3.35220527648926,-4.62884950637817,0.621720492839813,-1.72119975090027,1.19245636463165,1.80029368400574,40.5692520141602,21.0396690368652,20.8221569061279,13.8265819549561,12.1416969299316,8.73904418945313,9.66394519805908,8.48080444335938,8.75559806823731,7.97953128814697,7.82388591766357,8.06588745117188,7.73472261428833
Farhat eid,0.100782837291989,-25.000107,0.098281346,0.08115547082409,2686.80247547575,712.83527,-193.307983398438,68.8560485839844,18.6088962554932,23.8459396362305,15.3836011886597,-6.62726163864136,-7.1537504196167,6.11669731140137,-11.0545482635498,-5.19451475143433,-3.9616117477417,-2.77282524108887,-5.46851205825806,115.701393127441,30.3203716278076,26.22092628479,21.4577789306641,14.1242446899414,14.5765686035156,12.5125598907471,12.7978277206421,11.3707056045532,13.5976905822754,9.72922801971436,9.37385940551758,11.1822471618652
Alhigil belrigil,0.053369291795666,-14.7595415,0.20865877,0.024220421505387,1926.87973949844,392.32507,-110.643333435059,94.1748886108399,19.1058349609375,38.7040863037109,5.54915380477905,5.38653182983398,-7.59254360198975,-6.98345756530762,-16.3056964874268,-6.47042512893677,-13.3849315643311,-5.4541974067688,-13.6868667602539,64.2684478759766,20.7409515380859,16.6845245361328,10.5828094482422,12.4416341781616,6.94551610946655,7.29645395278931,6.95713996887207,7.10936546325684,7.71546602249146,8.88521385192871,7.99108171463013,6.89399909973145
Hala belfurag ya hala,0.151876632643189,-21.9018,0.10901625,0.061213512221315,2883.48612372542,1263.5443,-126.805366516113,64.0704498291016,-13.6605205535889,21.6977825164795,6.63280487060547,3.05335879325867,5.26172590255737,6.55377721786499,-9.01412582397461,0.385391652584076,-4.60324668884277,3.28771710395813,-7.31462240219116,86.159782409668,26.2243137359619,30.2497463226318,15.9642162322998,17.3174324035645,15.4270496368408,10.0260848999023,12.9730739593506,13.672568321228,10.3280830383301,8.40582180023193,8.47522735595703,7.95322179794312
100 Bako,0.109751792884094,-16.7423,0.1848956,0.07776483434081,2769.98106605416,707.8681,-95.3976898193359,77.8356704711914,6.55244398117065,7.98421907424927,2.6593222618103,0.774156332015991,-4.27862882614136,4.70341920852661,-4.84869241714478,-0.586174070835114,-9.41399574279785,-0.422266900539398,-5.37721252441406,82.4241104125977,37.7173728942871,26.4315929412842,21.2001094818115,20.6484832763672,14.8983898162842,13.3032569885254,11.8291206359863,12.0627355575562,13.7980604171753,10.7284088134766,10.5855140686035,10.6998558044434
Asyad allwari,0.094191418343653,-24.007374,0.070300706,0.049392621375607,2039.63219669266,856.821,-172.280349731445,107.309692382813,-14.8268327713013,19.4365863800049,-0.926425039768219,-10.7897520065308,-0.414291143417358,-6.85997819900513,-10.6139087677002,-0.263221561908722,-12.3681316375732,-0.929124772548676,-10.7998332977295,57.9324722290039,27.9014110565186,24.07590675354,19.8562812805176,13.4658489227295,16.9854640960693,12.7822847366333,9.99525165557861,10.9137020111084,10.7564868927002,10.3040609359741,9.20389556884766,8.54718685150147
Ghab an aini,0.097043630877516,-30.031763,0.034381527,0.030907096616331,2085.46992879756,873.6792,-221.484527587891,101.105918884277,-13.4460945129395,22.5815505981445,-9.45514297485352,3.57809400558472,-0.572054207324982,2.01560568809509,-1.72944927215576,2.04999184608459,-11.1629600524902,1.0762095451355,-3.01423811912537,40.1316680908203,14.6813287734985,14.1950225830078,11.8064489364624,7.7511305809021,9.85277462005615,8.44680404663086,6.81374216079712,7.37424468994141,9.01360416412354,7.77290391921997,8.58395481109619,6.66088724136353
Haneeni elek,0.187157598442337,-16.631144,0.1564922,0.070008112345305,3010.47759648262,1573.3387,-71.8832702636719,50.1847801208496,-8.77945804595947,52.0566902160645,-5.61325025558472,12.1346759796143,-3.17590188980103,3.36917662620544,-7.57065868377686,2.72382092475891,-2.91742944717407,10.572359085083,4.33141469955444,50.3819694519043,22.5836696624756,15.0902538299561,10.2363147735596,10.010537147522,9.2911319732666,7.92335748672485,7.81817531585693,7.16831588745117,8.15792751312256,9.62654685974121,9.13706874847412,9.71175384521484
Bain alyaqiza wa alahlam,0.111271813927051,-13.776401,0.21563531,0.041432545294102,1759.81810978983,1061.1556,-100.45206451416,131.088165283203,-43.8579864501953,68.1407165527344,-28.6084747314453,18.2697162628174,-4.19968795776367,7.23421716690064,-6.44067287445068,-1.58097147941589,-8.82031536102295,-13.8331298828125,-4.52475547790527,46.7583427429199,19.9774742126465,16.6673641204834,15.917950630188,14.6963787078857,11.4732999801636,14.4325838088989,13.451171875,12.2031698226929,11.2555103302002,10.5051584243774,10.8943433761597,13.2076826095581
Chix Bahri,0.044374637190403,-29.09997,0.06222623,0.033526470689881,979.363189166278,497.0329,-292.729766845703,149.819351196289,6.5456657409668,18.9468841552734,7.91718721389771,2.81265878677368,6.96585893630981,-0.269289761781692,-5.87029266357422,-4.23414516448975,-9.07771301269531,-5.02846145629883,-4.06810474395752,78.0077590942383,30.9380416870117,28.020824432373,17.4747486114502,12.7050189971924,15.7650537490845,9.45860576629639,9.54296779632568,8.21953392028809,8.05486869812012,7.88210248947144,6.4689211845398,6.09840202331543
Rohta anni baeed,0.08356638810952,-33.170452,0.022794373,0.028584570548192,1939.58942708919,791.1172,-281.732818603516,102.57933807373,-4.85077619552612,32.381404876709,-2.01617932319641,12.3839740753174,-1.03040480613709,6.60050106048584,-6.08406829833984,-3.02919149398804,-8.91957855224609,4.5707278251648,-1.10701155662537,48.1712913513184,17.6714859008789,13.8752489089966,11.5899019241333,9.35836029052734,8.94257259368897,8.61998844146729,7.50156879425049,7.58432197570801,9.63551902770996,8.73887825012207,6.87631893157959,7.96322154998779
Ma tehtammo lel ayam,0.026331284466912,-14.571214,0.19531998,0.012151561752068,858.08287005759,334.20728,-180.007263183594,158.540176391602,5.73621082305908,62.2675590515137,-8.10662364959717,16.9302444458008,3.70360732078552,9.36691188812256,-7.99044466018677,2.29565048217773,-6.08009767532349,-1.29168045520782,-2.01546287536621,31.1399955749512,11.8804864883423,10.39963722229,9.12158012390137,11.0272617340088,6.74562740325928,7.01555824279785,6.88315439224243,7.02618980407715,7.36734485626221,5.99388790130615,6.33491563796997,6.50686359405518
Alfatin alwaseem,0.109870839783282,-17.139164,0.14355038,0.029576827270498,2220.26225018278,1039.4648,-80.6073303222656,92.5677337646484,-12.798770904541,38.0522956848145,10.0979995727539,-10.8504619598389,-15.3302326202393,7.10010671615601,2.01507687568665,3.12125825881958,-9.87900257110596,-3.70200634002686,-9.5938138961792,46.2044105529785,24.0138702392578,18.7631492614746,15.5257816314697,10.6729650497437,10.5316858291626,8.50770950317383,9.08865356445313,8.54990768432617,8.15202713012695,9.04862976074219,7.50265741348267,7.35418033599854
Hirman,0.07644284841815,-18.28909,0.13603128,0.050931194692934,1694.14846795651,851.9078,-152.987762451172,106.359725952148,-27.6958446502686,45.4502182006836,-2.37853050231934,21.6864929199219,-2.02015209197998,4.63200426101685,8.22192478179932,0.293570041656494,-2.24165987968445,6.08168601989746,-2.29856443405151,52.3353729248047,21.4484443664551,13.3864192962646,13.0810413360596,13.1520195007324,9.73022651672363,9.46456050872803,7.05114126205444,7.03110790252686,7.02395868301392,7.55055475234985,6.69808769226074,6.33025026321411
Sabihni dayman ,0.050867795206076,-19.623972,0.12498215,0.030770554998971,1313.58656563786,612.94794,-176.010131835938,136.062911987305,-18.8179473876953,36.8434982299805,1.14241945743561,9.88072681427002,1.44597160816193,11.60071849823,2.22405052185059,0.947813987731934,-1.09166502952576,5.04092168807983,-2.76382088661194,68.7005157470703,23.5387954711914,16.201696395874,12.0909662246704,9.67885494232178,9.27848148345947,9.68974590301514,6.71840286254883,6.87847518920898,6.71726226806641,6.50448226928711,5.59674787521362,5.86322784423828
Raghm Bu’di,0.194971610148994,-26.10903,0.055753775,0.105047026267095,4091.28831907959,800.6428,-185.887359619141,42.6668128967285,33.0676040649414,19.3335437774658,28.8041591644287,6.26432371139526,7.98283767700195,8.95725917816162,-6.17570066452026,6.77086400985718,-5.37543916702271,7.32513093948364,0.506006062030792,42.5401725769043,18.1805000305176,19.9751033782959,14.7253074645996,12.0281114578247,10.0344181060791,11.3239917755127,12.1134033203125,11.6095962524414,8.48417949676514,8.47980117797852,9.04865646362305,8.88276958465576
Ya naseem billahi ashkilo,0.126860155040635,-17.925938,0.13477527,0.032824375211622,2436.52105053144,1139.1246,-61.695858001709,85.5048141479492,-13.7373714447021,27.9085292816162,2.98963093757629,6.6019344329834,-5.88173866271973,0.828980147838593,-3.19009304046631,-1.7266263961792,-1.51065039634705,2.76374983787537,-3.74543738365173,43.4870529174805,18.6185340881348,14.2157068252563,10.8461647033691,10.4144906997681,9.61371994018555,7.684739112854,8.50327205657959,10.0469284057617,7.38172769546509,7.46211433410645,6.95446825027466,7.22559499740601
Kol ma hawlta ansak,0.129190450851393,-21.743603,0.09591889,0.055292935049313,2538.47054218501,1106.5498,-119.469848632813,78.6455459594727,-19.7175827026367,17.5342044830322,-9.09994697570801,-2.46474504470825,-2.6863968372345,-4.56473255157471,-9.75242042541504,2.4493556022644,-10.0191259384155,1.24812412261963,-3.25508737564087,45.6764183044434,20.9100589752197,28.3325862884521,15.2669506072998,16.2128257751465,15.1481943130493,12.5131196975708,10.0787763595581,9.21522426605225,11.8847179412842,10.1944675445557,7.78359794616699,9.7134952545166
Hirman ,0.045599875435372,-14.841558,0.19226438,0.030197461041958,1579.91816271903,440.20496,-116.550743103027,120.115058898926,15.3365392684937,32.9450378417969,20.0776557922363,17.0680389404297,11.0173120498657,12.6553773880005,-1.83313500881195,-2.73866415023804,-2.91631627082825,5.32530498504639,0.484351515769959,61.5774917602539,35.4146423339844,17.5529670715332,12.3253622055054,9.81976509094238,7.3682713508606,9.78642749786377,7.45957231521606,8.40697193145752,6.96525526046753,6.73999738693237,7.69119644165039,6.57730579376221
Alakhdar abu tageya,0.080576232343266,-14.44042,0.2125391,0.034211676108083,1949.73144752836,862.2245,-75.174186706543,106.010833740234,-9.25481605529785,29.45432472229,10.925989151001,-2.79304766654968,12.0840177536011,2.55394315719604,-0.59526139497757,7.8157057762146,-6.85650730133057,5.52941560745239,-6.38515043258667,58.4398231506348,23.12131690979,18.9793548583984,19.7691898345947,12.3070659637451,16.136589050293,13.9110612869263,10.5509834289551,10.9244499206543,10.9366769790649,9.21271324157715,8.73847389221191,10.1672010421753
Shofo,0.06338963936726,-19.373331,0.12818798,0.025518120625972,1386.18615262148,666.9507,-140.414733886719,143.081268310547,-21.8939304351807,16.313814163208,-6.9193959236145,-3.56553101539612,-12.7617235183716,-6.32873725891113,-6.92213106155396,-1.83742535114288,-13.4568014144897,-3.18012738227844,-7.74697875976563,66.2717514038086,23.5704441070557,12.8553457260132,13.6634330749512,13.0767440795898,10.9453268051147,8.78059959411621,8.5447359085083,8.57508563995361,7.13240814208984,7.280198097229,6.24294805526733,6.76205587387085
Maktul hawak,0.034144918246904,-30.427374,0.039266884,0.022416427240179,1410.32320800996,340.71487,-346.524932861328,115.858818054199,22.1785659790039,19.0337104797363,7.13346195220947,6.2677903175354,-0.51847231388092,-2.38205289840698,-2.65987467765808,-3.09025120735168,-11.1139268875122,-4.78735256195068,-10.3849868774414,84.5605392456055,31.0326461791992,15.6603317260742,15.7593450546265,11.1782960891724,9.61294937133789,9.73952579498291,8.11906147003174,10.0106449127197,8.10419750213623,8.89596271514893,6.90765285491943,6.3601336479187
Zaman Da'i,0.03550394253096,-38.554344,0.014649848,0.014360286966842,1070.30465671865,389.13965,-433.859039306641,147.950942993164,14.0032453536987,16.460205078125,2.53379392623901,11.3875436782837,1.14067530632019,-0.949486613273621,-5.83750677108765,-8.1975564956665,-8.01017093658447,-6.77135801315308,-7.69651126861572,72.9996185302734,28.2427043914795,22.5135192871094,14.6525163650513,12.5310955047607,9.54976272583008,9.17866230010986,8.18238830566406,7.15275955200195,6.56204271316528,6.85824298858643,6.82578706741333,6.85202980041504
Simsim algadarif ,0.060092607149768,-15.292824,0.19418645,0.0347422123375,1618.15288472195,563.3313,-97.4055404663086,126.684257507324,7.28440284729004,16.1872634887695,-6.44780778884888,5.28597021102905,-7.78292655944824,-7.83603572845459,-7.13459920883179,-0.984992146492004,-6.6722469329834,-3.84647035598755,-5.97603511810303,62.6895370483399,25.2671604156494,16.2147026062012,13.4457445144653,13.3589916229248,11.1471185684204,11.796968460083,10.0113468170166,9.70904445648193,9.44833660125732,9.33748722076416,10.0718059539795,8.2731819152832
Agool Ansak,0.099908692917957,-21.006504,0.101544686,0.037719823799721,2008.93205108845,1025.5123,-137.930877685547,99.5384063720703,-30.84157371521,40.6811332702637,-3.1856837272644,25.1443290710449,-3.88743615150452,12.2845668792725,-6.99972343444824,10.8603925704956,-8.83326244354248,5.26001644134522,-12.1999626159668,44.4424476623535,23.1283397674561,16.9706859588623,19.8611183166504,15.709210395813,9.83628082275391,9.11289882659912,9.58277893066406,9.92523097991943,9.58826065063477,8.13614559173584,8.68533611297607,8.68414878845215
Hilwa Alsudsa,0.085925784273413,-18.42987,0.12921028,0.030895550369089,1657.69514772329,894.6463,-109.850280761719,128.518035888672,-31.171875,27.2076110839844,-6.72445964813232,4.23376131057739,-7.48935461044312,3.0682635307312,-1.91317927837372,-1.33780956268311,-7.28048515319824,-0.434723287820816,-6.28325653076172,46.2987976074219,22.230712890625,10.1828107833862,8.32082748413086,8.29721641540527,6.61941480636597,6.41129970550537,6.31115293502808,6.79002475738525,6.3687915802002,5.84822845458984,5.90314292907715,6.88968896865845
Kam nazarna hilal,0.049188667037539,-16.342142,0.16110452,0.014602987925589,1455.30777161991,489.57837,-126.528610229492,129.004211425781,7.74803161621094,24.7719707489014,-0.725824594497681,-1.47440373897553,-3.70973467826843,-1.95552015304565,-15.6894044876099,-1.8737964630127,-2.58601379394531,-2.32795333862305,-2.71461272239685,42.4407730102539,18.2471218109131,13.5505685806274,13.9985885620117,14.9969654083252,10.0298709869385,11.3022594451904,9.34245872497559,9.28037452697754,10.4687948226929,10.784366607666,8.20852375030518,7.23665714263916
Nihna ashab,0.092341467322949,-24.430004,0.06823483,0.053644054057555,2368.10153404103,715.3676,-198.697555541992,96.5055847167969,8.21767520904541,8.50076770782471,-2.60269546508789,-9.08582782745361,2.73528933525085,-18.7200870513916,-13.3753509521484,-2.03376889228821,-11.9689331054688,-2.78451371192932,-4.06001758575439,71.7178726196289,32.1663093566895,21.2708530426025,20.9478378295898,14.3018579483032,19.1903762817383,14.3094072341919,20.8389682769775,10.047700881958,12.0474939346313,14.9244585037231,10.8005075454712,11.0341320037842
Yalla wa yalla,0.085133272058824,-12.31497,0.27924445,0.056979560925573,2186.65843507016,824.0607,-57.2104187011719,89.4274215698242,3.5069568157196,35.9511642456055,4.86717700958252,5.68660354614258,12.2530918121338,-1.26785135269165,1.75062620639801,7.47328519821167,-6.02479219436646,7.47067308425903,-1.06109488010407,76.9053649902344,25.6310920715332,16.2650299072266,13.2959079742432,14.6443567276001,13.2514162063599,13.5199489593506,15.3896951675415,11.1811389923096,9.83363723754883,10.4222974777222,7.10196399688721,8.0974760055542
Mal wa ehtagab,0.022491171633127,-31.156086,0.03824356,0.010682645450874,760.0455555266,266.8978,-402.472534179688,118.978004455566,46.0642547607422,30.6647148132324,16.0978240966797,15.1955451965332,11.4559593200684,5.73704242706299,-4.00948524475098,-0.50354540348053,0.227300405502319,-4.74832105636597,-4.4329080581665,59.2200736999512,20.5016193389893,16.310905456543,10.1764650344849,12.0778322219849,6.78168153762817,8.57356452941895,7.28198099136353,7.81583738327026,5.93030834197998,6.61366081237793,5.52460956573486,5.34336948394775
Bitzid min azabi,0.070263369533669,-19.783827,0.109933324,0.022089974488116,1543.5393173194,699.0322,-153.434844970703,127.620292663574,-9.82596683502197,28.3768863677979,-3.2880711555481,9.9525842666626,-2.7396399974823,-0.347675055265427,-5.5757098197937,-3.40237236022949,-7.257568359375,-3.48755741119385,-5.44959926605225,49.530689239502,21.7337398529053,15.5832548141479,13.3157806396484,11.7264461517334,8.76492214202881,10.9254484176636,9.88235855102539,7.99277973175049,9.12942886352539,8.53574466705322,8.071852684021,7.68295907974243
Sadr almahafil,0.132132987857972,-14.664075,0.1997292,0.051972436002724,2501.71856169135,1167.661,-44.4241371154785,80.0434265136719,-10.1506004333496,32.4390907287598,-2.84790635108948,4.0223822593689,5.85878562927246,-0.18973383307457,-1.24344646930695,11.5006685256958,-6.60891485214233,1.78183877468109,-4.1568660736084,41.2341690063477,24.5427875518799,15.162317276001,13.1802043914795,9.84606647491455,10.7272672653198,10.8330936431885,8.6631555557251,7.46700954437256,10.0437641143799,7.54860353469849,7.58664464950562,7.75937223434448
Gamar dawa,0.138985554131192,-14.70809,0.20427349,0.05380632188209,2216.18938866888,1455.7021,-67.3977508544922,88.8456268310547,-41.7118492126465,48.8271713256836,0.507995843887329,6.59554576873779,9.60062217712402,6.60832118988037,-6.83015394210815,0.703271806240082,-4.89217042922974,3.2916784286499,-0.845897555351257,77.2516326904297,27.6375999450684,19.3045749664307,11.0709743499756,9.60961151123047,7.91908740997314,6.98399686813355,8.88744258880615,7.51288557052612,7.50852537155151,5.79961442947388,8.3319091796875,11.3195562362671
Ya galbi laih,0.041066645099652,-14.578685,0.20452608,0.023799633414488,1637.27629869017,361.87308,-124.093650817871,114.317817687988,31.7341747283936,30.1297988891602,21.0260105133057,11.2081451416016,5.24080562591553,5.95494747161865,-0.122135691344738,1.5927107334137,-0.431291669607163,2.76055026054382,-2.67977213859558,63.153263092041,28.0858287811279,15.9826812744141,10.5285787582397,9.71791172027588,7.94050884246826,9.94082069396973,7.28336572647095,6.63762426376343,5.92161893844605,6.66830921173096,7.88920783996582,7.15934658050537
Fi khdedo shama,0.067801177317144,-20.303343,0.10419304,0.058216074570487,2117.92581200749,471.3073,-169.817932128906,100.302337646484,20.6175956726074,5.97778177261353,-5.20361280441284,2.45178914070129,-27.8853816986084,-2.65543556213379,-17.9393672943115,-5.00811576843262,-3.86346793174744,-13.643533706665,-6.26256036758423,37.8736877441406,28.7170009613037,16.2196159362793,16.7618389129639,13.0692434310913,11.3098974227905,11.2269439697266,10.0758953094482,9.16232395172119,17.751522064209,11.3434581756592,7.06217241287231,7.63687419891357
Gafani,0.139135591016834,-9.4963,0.35756427,0.04956513154613,2794.72366695033,1177.5195,32.8001670837402,71.7602691650391,-11.9977045059204,14.8374338150024,1.94064772129059,1.29343545436859,-14.1812295913696,-2.57594299316406,-6.26061820983887,5.17001533508301,-10.2482128143311,1.47432899475098,-4.93073987960815,37.3336067199707,19.2479305267334,11.9756498336792,11.5553979873657,10.4406032562256,11.8871335983276,10.0439319610596,8.35440540313721,9.26493167877197,8.20875263214111,7.49624443054199,7.30679273605347,7.18752002716064
Aboi ,0.088712993421053,-27.66027,0.04638663,0.055411660411501,2120.71805554341,849.3707,-257.912231445312,90.287956237793,-9.03932952880859,13.5081949234009,-13.389536857605,-7.0428900718689,-8.15879631042481,-8.59768009185791,-19.4641189575195,1.43559265136719,-23.0426807403564,-2.42476844787598,-10.4290895462036,51.193546295166,32.604808807373,19.4204692840576,16.5653247833252,16.4452152252197,13.3517770767212,10.4332418441772,8.63374614715576,11.6720237731934,10.3429927825928,10.3370208740234,9.79619979858398,9.03202629089356
Khal Fatma ,0.127874510207043,-18.084375,0.13494535,0.035329688137578,2382.29403291677,1257.205,-77.8270568847656,84.263542175293,-18.9819831848145,37.8984870910645,1.5451408624649,5.19981813430786,5.57045078277588,4.99312257766724,-6.57259464263916,2.64811563491821,-8.55296611785889,-1.00133752822876,-0.204900473356247,48.2560272216797,15.3444976806641,13.7124004364014,14.8719968795776,8.14181900024414,9.08959197998047,7.44137859344482,8.64699935913086,8.25778198242188,8.01359176635742,7.54047822952271,6.15241146087647,8.7976655960083
Daggat galbi,0.099893953778057,-17.391256,0.158955,0.042858989905296,2107.86146692321,830.9284,-106.91650390625,117.890090942383,-17.0960121154785,44.5054550170898,-17.303731918335,23.7124137878418,-31.113395690918,25.0567092895508,-24.3214225769043,19.8264808654785,-5.76622009277344,-9.03224182128906,-3.53409624099731,53.0320701599121,22.1495246887207,29.582727432251,20.2120475769043,15.5423955917358,17.4032192230225,14.3605995178223,12.6617622375488,14.5198545455933,20.0119762420654,13.5350341796875,10.5475769042969,13.9029922485352
Ma ho alfafanos,0.190673072271672,-27.197256,0.050372,0.073543893562158,3758.84177207093,1526.2927,-189.401916503906,20.9232234954834,-0.817427396774292,44.5081634521484,18.2507781982422,6.94945907592773,-5.4423451423645,0.704047679901123,-6.29802751541138,-2.61260294914246,-9.1912899017334,-0.717175245285034,-3.81616735458374,67.6935195922852,24.8379592895508,27.246187210083,16.3751049041748,11.6730680465698,13.87841796875,8.96687507629395,10.6903018951416,11.286639213562,10.3085641860962,7.49074459075928,7.43732213973999,7.00808048248291
